"Veranlagungsjahr","Geschlecht","Bundesland","Stufen des zu versteuernden Einkommens","Anzahl Veranlagungsfälle","Fallzahl Gesamtbetrag der Einkünfte insgesamt","Gesamtbetrag der Einkünfte insgesamt","Fallzahl zu versteuerndes Einkommen insgesamt","Betrag zu versteuerndes Einkommen insgesamt","Fallzahl Festgesetzte Einkommensteuer","Festgesetzte Einkommensteuer","Fallzahl Angerechnete Lohnsteuer","Angerechnete Lohnsteuer","Fallzahl Abgabenschuld","Abgabenschuld","Fallzahl Gutschrift","Gutschrift","Fallzahl Nichtselbständige Arbeit – Bruttobezüge","Nichtselbständige Arbeit – Bruttobezüge","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Land- und Forstwirtschaft","Einkünfte (nach Ausgleich mit Verlusten) aus Land- und Forstwirtschaft","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Selbständiger Arbeit","Einkünfte (nach Ausgleich mit Verlusten) aus Selbständiger Arbeit","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Gewerbebetrieb","Einkünfte (nach Ausgleich mit Verlusten) aus Gewerbebetrieb","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Nichtselbständiger Arbeit","Einkünfte (nach Ausgleich mit Verlusten) aus Nichtselbständiger Arbeit","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Kapitalvermögen","Betrag Einkünfte (nach Ausgleich mit Verlusten) aus Kapitalvermögen","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Vermietung und Verpachtung","Einkünfte (nach Ausgleich mit Verlusten) aus Vermietung und Verpachtung","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Sonstigen Einkünften","Betrag Einkünfte (nach Ausgleich mit Verlusten) aus Sonstigen Einkünften","Fallzahl Sonderausgaben Insgesamt","Sonderausgaben Insgesamt","Fallzahl Verlustabzug","Verlustabzug","Fallzahl Außergewöhnliche Belastungen","Außergewöhnliche Belastungen","Fallzahl Angerechnete ausländische Steuern","Angerechnete ausländische Steuern","Fallzahl Angerechnete Kapitalertragsteuer","Angerechnete Kapitalertragsteuer","Fallzahl Alleinverdienerabsetzbetrag","Alleinverdienerabsetzbetrag","Fallzahl Alleinerzieherabsetzbetrag","Alleinerzieherabsetzbetrag","Fallzahl Verkehrsabsetzbetrag","Verkehrsabsetzbetrag","Fallzahl Pensionistenabsetzbetrag","Pensionistenabsetzbetrag","Fallzahl Unterhaltsabsetzbetrag","Unterhaltsabsetzbetrag","Fallzahl Progressionseinkünfte","Progressionseinkünfte","Fallzahl Familienbonus Plus (ab 2020)","Familienbonus Plus (ab 2020)","Fallzahl Erhöhter Pensionistenabsetzbetrag (ab 2020)","Erhöhter Pensionistenabsetzbetrag (ab 2020)","Fallzahl Kindermehrbetrag (ab 2020)","Kindermehrbetrag (ab 2020)","Fallzahl Einkommensteuer nach Tarif","Betrag Einkommensteuer nach Tarif","Fallzahl Steuer nach Tarif","Betrag Steuer nach Tarif","Fallzahl Negativsteuer nach Tarif","Betrag Negativsteuer nach Tarif","Fallzahl Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Einkünfte aus sonst. Bezüge § 67 (Jahressechstel) mit festen Sätzen besteuert (ab 2022)","Betrag Einkünfte aus sonst. Bezüge § 67 (Jahressechstel) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Steuer Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Steuer Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer sonst. Bezüge § 67 mit festen Sätzen besteuert (ab 2022)","Betrag Steuer sonst. Bezüge § 67 mit festen Sätzen besteuert (ab 2022)"
"2023","männlich","Burgenland","bis unter 4",2116,1995,-12046252,885,1632290,451,-262229,226,-168667,21,2454,462,-521500,538,4038288,278,-1942871,248,257004,1421,-14213915,483,2858661,56,114091,228,342203,37,554316,621,-6150522,337,-5830284,30,-61554,0,0,23,-23155,98,-69696,6,-3672,225,-116400,107,-42203,5,-343,90,9331966,7,-5085,4,-2033,65,-73700,428,-278166,8,22218,420,-300385,33,15726,4,5440,376,379051,33,4285,4,1632,75,10020
"2023","männlich","Burgenland","4 bis unter 6",435,435,6991491,435,2182161,141,-74522,94,-216160,9,6305,139,-549516,160,2410808,59,117707,62,251266,274,4634679,150,1906465,10,22691,40,51460,6,12675,225,-5092276,38,-5016972,14,-23172,0,0,3,-1876,19,-14960,3,-1560,88,-53972,17,-3440,1,-55,13,397025,5,-11567,1,-270,15,-19250,124,-87575,7,4838,117,-92413,7,9665,0,0,130,262005,7,2546,0,0,46,10508
"2023","männlich","Burgenland","6 bis unter 8",420,420,2729852,420,2927423,136,-80647,69,-222867,10,6860,128,-315187,134,2183080,47,361259,75,496543,276,16059,126,1717861,12,40942,51,83369,2,17108,217,-733623,28,-647717,10,-24800,0,0,3,-2270,26,-19192,1,-520,75,-55894,13,-4264,6,-1772,11,325519,3,-2520,3,-1651,18,-19250,119,-94165,7,7415,112,-101580,7,9270,1,4200,111,247447,7,2547,1,1260,39,9711
"2023","männlich","Burgenland","8 bis unter 10",419,419,4174470,419,3798431,144,-95427,81,-120166,15,13883,137,-237116,141,2207006,57,333754,79,554414,248,1574991,135,1489023,12,49864,59,168082,3,8746,223,-348502,29,-256452,19,-43504,0,0,4,-2699,25,-19608,1,-520,84,-67060,28,-10011,5,-672,17,1060552,11,-14945,1,-913,19,-26397,140,-107564,12,11610,128,-119174,5,24279,0,0,112,197261,5,6677,0,0,32,5460
"2023","männlich","Burgenland","10 bis unter 15",1130,1130,16197953,1130,14120221,724,-157489,244,-315558,331,133688,400,-736297,445,6169061,140,1405502,236,2197938,675,6438136,422,4899767,30,777340,137,409052,18,92215,649,-1931709,55,-1669335,49,-139840,1,-336,14,-114638,68,-46576,4,-2632,249,-198874,124,-70026,16,-4375,32,783830,175,-75833,3,-2449,45,-43507,712,-184358,331,133359,381,-317716,7,26270,2,13329,361,646202,7,6934,2,3999,127,15935
"2023","männlich","Burgenland","15 bis unter 20",1169,1169,21396837,1169,20489596,1001,306452,476,-487538,484,473974,508,-679746,613,11762837,147,1661730,254,2982016,603,6265310,596,9746364,20,108152,190,576539,14,95307,698,-625688,35,-353606,76,-224557,1,-801,8,-11883,55,-38064,3,-1744,367,-373018,206,-165454,45,-16214,25,435067,291,-288328,1,-1084,17,-16740,988,243773,560,506882,428,-263109,12,16850,2,21896,559,1338572,12,4622,2,5964,391,52093
"2023","männlich","Burgenland","20 bis unter 25",1275,1275,29679473,1275,28679561,1214,1377069,726,-1203186,664,1027267,540,-886671,824,20426338,152,1429336,255,3630941,599,7091773,818,16963440,26,79074,247,382040,28,151229,871,-698925,21,-326040,107,-272796,3,-5814,4,-3887,60,-41536,7,-4240,473,-404256,298,-220180,63,-31608,27,364628,347,-573407,6,-6058,4,-1072,1210,1250693,1017,1402323,193,-151630,18,54230,3,14077,770,2353826,18,14843,3,4223,653,107310
"2023","männlich","Burgenland","25 bis unter 30",1353,1353,38083734,1353,37203610,1330,3076991,919,-2372886,715,1598241,604,-909480,983,31386722,197,1808777,274,3992419,547,6520030,978,24957297,35,112197,309,696257,16,59402,957,-568503,21,-218456,91,-216478,2,-6198,4,-1803,65,-45568,4,-2448,625,-354343,308,-144703,71,-38782,23,690802,386,-859589,5,-4293,0,0,1326,2878789,1183,2985489,143,-106700,22,78311,6,15706,946,3499050,22,21496,6,4559,872,172146
"2023","männlich","Burgenland","30 bis unter 40",2657,2657,94436975,2657,92681654,2645,11659206,1965,-8326295,1503,4940409,1116,-1679553,2044,81289808,358,2829344,547,9702679,946,13002362,2031,65844387,93,277714,738,2675287,63,251321,1964,-1091583,16,-205942,196,-480901,5,-4845,18,-25674,130,-88264,9,-4864,1349,-570600,231,-89424,132,-72624,41,864396,773,-1959634,2,-611,0,0,2645,11139610,2550,11200985,95,-61376,63,94098,14,42483,1995,9309391,63,25554,14,12745,1901,481296
"2023","männlich","Burgenland","40 bis unter 50",2115,2115,96112133,2115,94615188,2115,16327436,1625,-11260318,1267,6362686,816,-1430635,1693,83913776,259,2321975,511,9427660,715,12483121,1679,68358582,105,364320,627,2709270,73,571813,1650,-1004967,11,-149363,152,-379005,4,-9507,16,-58941,106,-76160,12,-7072,1118,-470819,54,-26820,94,-54195,25,1194733,669,-1865048,0,0,0,0,2114,15714560,2101,15724190,13,-9631,69,249212,15,98714,1646,9632038,69,68057,15,29614,1591,515206
"2023","männlich","Burgenland","50 bis unter 70",2779,2779,166044894,2779,163533171,2779,35998735,2141,-23613580,1798,13990060,963,-1935563,2195,144439273,368,4353945,787,17982122,894,19708715,2185,116658089,158,664889,869,5696661,106,1125636,2270,-2023912,18,-691138,157,-321714,7,-29588,35,-47556,125,-86128,15,-9600,1597,-673815,30,-18690,154,-89159,32,973314,985,-2640435,0,0,0,0,2778,34929485,2778,34929485,0,0,114,439996,11,174392,2155,16303834,114,120216,11,52318,2107,896716
"2023","männlich","Burgenland","70 bis unter 100",1777,1777,147702390,1777,146252503,1777,40339407,1325,-23052506,1267,18224255,508,-1237363,1378,116993909,200,4180151,576,17502156,576,21950068,1368,95941732,136,1464349,590,5732494,98,1012842,1449,-1163468,3,-173957,88,-214384,5,-48129,35,-146335,89,-62800,8,-5080,1063,-448134,28,-18281,89,-51979,30,4330473,677,-1861328,0,0,0,0,1772,39164171,1771,39165107,1,-936,110,1390987,11,179193,1338,13201889,110,380117,11,53758,1307,741361
"2023","männlich","Burgenland","100 und mehr",2020,2020,422135366,2020,419887951,2020,157923326,1379,-61561947,1559,96717339,458,-1846087,1466,212799342,213,6873409,914,106199796,602,69729254,1457,183552251,235,42711932,689,9951525,131,3043551,1703,-1997671,10,-398452,89,-223885,9,-240091,54,-592084,90,-61640,12,-6608,1206,-509130,43,-28999,114,-74709,56,6549476,868,-2388513,0,0,0,0,2011,144206526,2006,144208568,5,-2041,208,42227442,18,1360859,1413,22404280,208,11609506,18,408258,1343,1699036
"2023","männlich","Kärnten","bis unter 4",3706,3461,-16420177,1753,3142749,908,-633283,381,-311146,75,18946,896,-1105113,979,6901566,345,-2579232,481,860824,2430,-19660793,895,4632319,123,180590,485,26340,49,173119,1151,-8427468,452,-7992398,120,-273988,1,-109,39,-47950,240,-184248,21,-11288,424,-206379,179,-62624,16,-2912,216,19840847,7,-6689,7,-2448,170,-220550,860,-648119,40,22795,820,-670914,66,44826,4,3801,686,571803,66,11957,4,1140,99,13004
"2023","männlich","Kärnten","4 bis unter 6",868,868,5198500,868,4358016,333,-151975,197,-361641,31,20699,312,-542006,355,4300847,77,250468,139,529597,539,429353,343,3574238,29,87512,129,258323,10,84169,431,-1611291,72,-1432031,41,-116473,0,0,8,-3241,56,-41448,2,-1224,179,-113127,67,-17619,3,-418,54,3173982,8,-3889,2,-932,35,-40774,298,-179546,24,17966,274,-197511,16,29610,1,5071,286,481833,16,8110,1,1521,76,17939
"2023","männlich","Kärnten","6 bis unter 8",815,815,7027064,815,5701604,297,-148253,152,-396897,22,17126,285,-577578,336,4213280,76,257850,144,774143,497,1742943,322,3530155,31,90132,134,587231,15,56155,403,-1528382,53,-1389754,41,-359867,2,-955,5,-4444,45,-32168,6,-3672,178,-118062,42,-16336,5,-1659,38,919749,5,-5344,3,-2439,29,-31900,266,-172007,18,14101,248,-186108,17,29485,0,0,275,467149,17,8051,0,0,59,15704
"2023","männlich","Kärnten","8 bis unter 10",857,857,8320816,857,7709751,344,-159620,190,-201517,45,47026,315,-428870,360,3971692,63,323552,160,994301,521,3343404,342,3136258,30,114371,112,377139,10,43677,429,-556701,27,-442524,47,-150112,1,-346,11,-9932,47,-34368,5,-2600,201,-145638,76,-34411,13,-4311,50,1908301,18,-13366,1,-2,28,-33804,332,-185689,43,42173,289,-227862,18,54245,2,12950,292,395638,18,14858,2,3885,43,7326
"2023","männlich","Kärnten","10 bis unter 15",2374,2374,31314929,2374,29556500,1601,-404469,619,-869588,666,275383,961,-1640031,1062,14909159,178,872890,482,4246373,1451,12344961,1031,11538899,86,292584,374,1866946,38,196474,1292,-1188318,59,-620152,145,-398641,3,-1022,31,-48025,129,-92984,16,-10304,630,-530425,293,-156931,71,-19150,108,2512462,281,-120892,4,-3546,79,-83786,1578,-452134,673,292832,905,-744966,34,63477,3,5436,910,1488248,34,16984,3,1631,263,29041
"2023","männlich","Kärnten","15 bis unter 20",2556,2556,46450810,2556,44702163,2273,656476,1125,-1152992,1069,1061571,1196,-1639598,1452,26091791,170,975692,509,5965385,1478,16109843,1421,21608983,66,312991,369,1296346,50,256461,1426,-1234903,60,-754504,208,-473321,8,-9666,23,-39694,148,-108864,18,-9960,913,-917353,431,-342250,99,-35324,101,2147377,635,-629025,10,-10581,42,-28888,2245,523943,1216,1141475,1029,-617532,36,99853,8,34049,1288,2774097,36,27280,8,10215,801,96080
"2023","männlich","Kärnten","20 bis unter 25",2652,2652,61363705,2652,59765637,2535,3027180,1459,-2278282,1387,2257364,1128,-1604038,1697,40645697,187,688790,548,7605830,1350,17429975,1668,33492013,62,329616,497,1738095,42,182234,1618,-773693,28,-210166,227,-598579,10,-12588,19,-63485,150,-106336,18,-10096,1074,-892387,522,-370397,144,-61755,92,1122278,762,-1249150,15,-17229,6,-1859,2532,2793275,2180,3096197,352,-302922,43,137104,4,5486,1561,4433650,43,37434,4,1646,1251,195365
"2023","männlich","Kärnten","25 bis unter 30",2832,2832,79756000,2832,78012649,2767,6574882,1894,-4993626,1453,3455577,1287,-2005209,2070,63851497,202,874451,565,8361359,1277,15649354,2049,51568257,94,457717,624,2493343,54,473772,1813,-934947,22,-248020,269,-589898,9,-10244,15,-48093,159,-114664,11,-6885,1388,-768471,522,-243100,185,-92852,117,1645080,862,-1966780,20,-17695,1,-413,2762,6150633,2458,6396603,304,-245970,55,188187,13,115704,1965,7020388,55,50288,13,34711,1747,339250
"2023","männlich","Kärnten","30 bis unter 40",5344,5344,189904407,5344,186777838,5325,23230102,3912,-16793405,2887,9899885,2384,-3682218,4113,163305961,364,1266608,1138,18632804,2165,31223493,4068,131540247,184,756134,1387,5790319,117,960658,3698,-1752080,36,-405612,459,-932682,15,-27780,31,-79130,308,-217424,17,-9488,2845,-1199271,384,-160136,341,-177534,185,2346127,1741,-4572479,7,-6207,0,0,5323,22155526,5057,22335478,266,-179953,148,430814,18,71358,3978,18342786,148,117519,18,21407,3785,945882
"2023","männlich","Kärnten","40 bis unter 50",4152,4152,189048503,4152,186099802,4152,32327334,3159,-21671578,2509,12949526,1592,-2584030,3293,162786502,272,1345302,1020,20488492,1464,26311195,3266,133029531,176,784765,1251,6276199,124,1017652,3064,-1782586,23,-484996,400,-867660,20,-43785,24,-96870,204,-150040,21,-12624,2168,-913310,125,-66623,291,-165381,124,1447214,1386,-3710301,1,-1278,0,0,4148,31090708,4110,31119586,38,-28878,135,607732,23,266557,3193,18639536,135,165676,23,79967,3091,996761
"2023","männlich","Kärnten","50 bis unter 70",5332,5332,317913244,5332,314102490,5332,69878317,3909,-42551123,3523,30141183,1771,-3242913,4077,259423957,414,2369270,1549,41116816,1768,46555162,4035,211577042,341,1932521,1788,12814048,202,1773759,4015,-2522787,22,-575082,446,-797404,19,-70102,56,-86987,283,-198048,34,-19520,2809,-1183703,90,-56147,363,-203812,133,3632365,1974,-5282200,0,0,0,0,5324,67748707,5319,67753350,5,-4644,281,1381332,36,497563,3953,29392880,282,378215,36,149269,3840,1614256
"2023","männlich","Kärnten","70 bis unter 100",3599,3599,301750608,3599,298210498,3599,83105396,2612,-46926320,2501,37919883,1085,-2540357,2733,230667725,301,1581561,1195,41893478,1191,48134252,2711,191779783,284,2470785,1276,13227681,169,2806467,2788,-2627529,13,-819782,272,-532537,22,-180962,45,-111433,177,-121880,16,-10488,1995,-841660,57,-34205,265,-147320,99,1941489,1387,-3685069,0,0,0,0,3595,80730848,3591,80733226,4,-2378,240,2150337,32,1104731,2649,26094365,240,588061,32,331119,2564,1466414
"2023","männlich","Kärnten","100 und mehr",4263,4263,917501214,4263,911283301,4263,349100500,2746,-124031784,3341,218531522,916,-3726985,2912,423383718,393,8514638,1957,265614593,1357,147632956,2889,367412956,595,86423014,1485,26869145,291,15122717,3473,-5077832,13,-1050364,257,-564681,36,-905103,100,-3721643,220,-159960,17,-10088,2260,-954748,74,-52762,330,-200511,167,6972737,1837,-4905061,0,0,0,0,4222,319134681,4210,319142376,12,-7695,513,84578184,75,11850212,2783,44360188,514,23227086,75,3551163,2678,3454589
"2023","männlich","Niederösterreich","bis unter 4",11381,10600,-47751413,5103,9605528,2641,-1869587,1198,-963323,164,214964,2674,-3780478,2897,22905264,1417,-6363088,1516,2980926,7354,-61949794,2669,15514374,332,1210429,1338,-200795,109,1156143,3761,-32373151,1763,-30358295,232,-682013,0,0,128,-202730,747,-559088,62,-37746,1261,-668924,444,-155850,61,-14595,307,33113924,22,-23589,17,-6867,586,-710108,2497,-1948506,66,174696,2431,-2123202,169,117553,4,5322,1967,1894825,170,31380,4,1597,355,45157
"2023","männlich","Niederösterreich","4 bis unter 6",2540,2540,17190997,2540,12737916,894,-494626,533,-1371017,47,31193,897,-1962866,1022,15342013,340,1044997,465,1950044,1473,1537719,969,11927726,77,251156,310,424154,19,97863,1271,-6025835,252,-5331592,95,-441031,1,-228,26,-17483,149,-109712,15,-9000,471,-314847,148,-42084,13,-2849,59,2786948,12,-8623,5,-2325,111,-134836,783,-571506,35,26244,748,-597750,26,41683,4,10586,810,1557931,26,11188,4,3176,272,62516
"2023","männlich","Niederösterreich","6 bis unter 8",2479,2479,17120295,2479,17318148,895,-583282,494,-1135371,40,35057,898,-1796581,979,12689415,352,2064763,504,2842232,1429,1323339,943,10286448,86,282474,289,159197,23,197322,1240,-3335887,157,-2718539,101,-349425,1,-17,43,-31458,178,-130600,19,-10432,547,-355643,91,-32170,21,-5368,51,3384281,25,-32517,3,-1407,146,-164372,817,-647583,31,31497,786,-679080,31,64072,1,578,799,1404914,31,16978,1,174,170,47150
"2023","männlich","Niederösterreich","8 bis unter 10",2413,2413,23719592,2413,21733578,842,-563843,433,-789796,51,39359,824,-1478876,898,11023478,324,2221124,503,3623223,1414,8514022,864,8732961,84,296491,307,256387,23,103548,1181,-2157787,114,-1544210,87,-377843,1,-816,38,-69317,145,-108232,11,-6272,511,-380621,145,-55577,16,-4907,58,3831068,26,-29650,5,-4114,111,-135582,807,-625694,47,42517,760,-668211,43,105037,4,18514,731,1139034,43,28487,4,5554,126,27789
"2023","männlich","Niederösterreich","10 bis unter 15",6479,6479,86845829,6479,81042876,4432,-1330199,1693,-2087346,1814,713430,2653,-4372908,2919,42126497,855,7275250,1381,12592459,3653,29979534,2834,33135189,210,853774,948,2571924,89,551963,3357,-4721549,209,-2752906,316,-1167667,6,-2719,85,-106462,384,-283216,39,-23000,1883,-1607629,602,-325814,139,-40708,138,5795007,859,-365636,23,-14569,287,-303288,4361,-1528579,1854,740660,2507,-2269239,94,284706,15,65213,2483,4355362,94,77753,15,19564,796,101063
"2023","männlich","Niederösterreich","15 bis unter 20",6860,6860,125772062,6860,120107355,6049,1517400,2938,-3277785,2800,2712333,3255,-4709929,3833,72794576,942,8765406,1518,17754727,3479,35113371,3754,58922386,230,934945,1105,3811526,99,657809,3936,-4050142,169,-1964324,455,-1381707,3,-1207,74,-147732,410,-310680,33,-19784,2491,-2519308,1073,-865536,227,-83201,123,5544099,1670,-1658201,21,-24590,163,-114653,5977,1113932,3193,2891451,2784,-1777519,125,317401,19,94723,3430,7784110,125,86304,19,28417,2208,289103
"2023","männlich","Niederösterreich","20 bis unter 25",7433,7433,173610457,7433,167704193,7054,7990155,4218,-6792758,3756,6001776,3257,-5104500,4785,118449159,1030,10457499,1669,22126477,3322,38353794,4714,96767455,226,845689,1511,4731105,108,640212,4573,-3545128,118,-1331647,570,-1695072,10,-7478,58,-142118,424,-309304,30,-18640,3091,-2605392,1412,-1031374,339,-155045,118,3118636,2074,-3582634,42,-50655,39,-17821,7035,7261694,5894,8271331,1141,-1009637,135,345395,18,106141,4499,13304088,135,94433,18,31842,3733,603103
"2023","männlich","Niederösterreich","25 bis unter 30",7881,7881,222190044,7881,216846477,7717,18009869,5297,-13470398,4183,9455432,3480,-5181465,5683,175671314,1023,9054590,1705,26554709,3142,36413555,5643,142753683,263,1207975,1823,5663321,138,938813,5139,-3402361,84,-985593,589,-1403087,9,-5845,58,-114555,446,-323968,45,-26584,3741,-2092680,1629,-765737,438,-234102,116,3430057,2277,-5214110,37,-28355,4,-4040,7710,16856093,6839,17563768,871,-707675,178,479540,34,169792,5435,19903985,178,129984,34,50938,5003,972854
"2023","männlich","Niederösterreich","30 bis unter 40",15646,15646,557130869,15646,546893893,15595,67976704,11792,-50719819,8810,27251059,6611,-10629744,12311,486472305,2114,16663940,3231,53157660,5512,72881434,12246,394435612,691,2261389,4273,15869736,350,2805327,10980,-6709377,100,-1307883,1140,-2577407,27,-25329,144,-247950,759,-546536,69,-41640,8088,-3414225,1317,-455883,752,-412782,253,5690363,4697,-12699151,18,-10367,0,0,15577,64561468,14834,65048655,743,-487186,499,1458854,79,461115,11981,55666102,499,398827,79,137637,11424,2878469
"2023","männlich","Niederösterreich","40 bis unter 50",13232,13232,602182184,13232,592725106,13230,102637023,10298,-71294534,8112,39148043,4976,-8621077,10636,528238971,1606,15843154,2988,56893576,4267,71825474,10569,433443425,741,2722309,4229,18724850,354,3462404,9774,-6822503,64,-1428140,873,-2066331,14,-21284,141,-345983,585,-420056,53,-32080,6896,-2905800,306,-162255,643,-363852,222,3423772,4136,-11536996,4,-3327,0,0,13221,98722509,13146,98781571,75,-59062,551,1839160,70,523314,10374,60821089,552,502451,70,156474,10070,3260211
"2023","männlich","Niederösterreich","50 bis unter 70",17238,17238,1027876469,17238,1015718944,17238,224236818,13043,-141653144,11386,91784264,5775,-10505591,13527,867680608,1601,20910578,5069,129713572,5171,125566975,13454,706110317,1184,5186918,5915,35362511,533,5881688,13146,-8847595,62,-792637,1002,-2473207,34,-113917,242,-482620,810,-586296,93,-55320,9688,-4080116,236,-146987,918,-523320,282,6225343,6172,-17474421,2,-1327,0,0,17219,217361205,17206,217373994,13,-12788,937,4087158,92,1290243,13164,97921357,938,1113705,92,383867,12831,5378040
"2023","männlich","Niederösterreich","70 bis unter 100",12054,12054,1009112898,12054,998439421,12054,275087377,9076,-164561812,8081,117689304,3958,-9157681,9420,812541669,928,14966912,3943,130207527,3625,139998277,9347,668668661,1160,8500985,4282,40495504,483,6750577,9551,-8511862,54,-1474196,656,-1606408,35,-195628,244,-713980,569,-401688,69,-40584,7478,-3151278,156,-91826,647,-381178,267,7050219,4903,-13721426,2,-217,0,0,12038,267290715,12031,267294882,7,-4167,948,7288282,81,2305554,9144,91161537,948,1994167,81,691666,8905,5124784
"2023","männlich","Niederösterreich","100 und mehr",15449,15449,3317072767,15449,3296952118,15449,1259605499,10822,-542910921,11669,713426709,3740,-18015624,11349,1810665117,877,31658853,6867,846265342,4270,464202400,11267,1577599534,2166,259139708,5704,103518075,779,34979181,12539,-18935667,47,-2140089,640,-1975953,146,-3631524,440,-6296804,724,-519624,93,-56792,9426,-3978615,246,-176672,1023,-618709,586,34152092,6818,-18740501,4,-4155,4,-5005,15409,1169014032,15386,1169037792,23,-23761,1867,250672448,133,22241160,10985,189664507,1869,68780012,133,6672348,10564,15512685
"2023","männlich","Oberösterreich","bis unter 4",7763,7274,-35652984,3681,6826214,2137,-1495365,847,-740453,140,46783,2095,-3267354,2262,17733289,860,-1376628,1018,2836877,5083,-49016396,2002,11159000,298,684711,1086,-316644,72,458760,2531,-20758097,1093,-19782478,221,-657253,3,-45,97,-92152,654,-499960,45,-26904,1032,-563075,340,-126989,42,-9503,369,30292589,17,-15021,5,-2470,517,-651616,2018,-1557292,54,279931,1964,-1837223,153,87632,2,3046,1522,1450043,153,23494,2,914,286,37477
"2023","männlich","Oberösterreich","4 bis unter 6",1845,1845,13426481,1845,9269945,814,-437640,478,-1138668,64,46569,779,-1658282,843,12667215,219,515760,326,1094340,1035,439727,811,10377096,68,174156,284,787761,16,68275,944,-5468415,221,-4998855,101,-367783,0,0,37,-30223,135,-104704,9,-5464,456,-293499,118,-36817,17,-3362,108,6198604,24,-28515,8,-2914,106,-137657,716,-507421,56,42305,660,-549726,34,47100,0,0,696,1395298,34,12799,0,0,242,56954
"2023","männlich","Oberösterreich","6 bis unter 8",1727,1727,56603594,1727,12056510,747,-374621,402,-1011763,70,54383,703,-1553836,795,10724477,193,505554,329,1461109,981,44495353,755,8749016,82,522759,267,650485,21,254402,804,-46815662,113,-46450633,100,-394004,1,-501,30,-76265,102,-77144,7,-3824,427,-287097,110,-41245,14,-3246,90,3724735,16,-10710,8,-4023,91,-115500,665,-444291,60,48672,605,-492964,44,92358,2,12387,665,1179999,44,25348,2,3716,149,40606
"2023","männlich","Oberösterreich","8 bis unter 10",1770,1770,17469640,1770,15896255,783,-464355,421,-690000,75,85209,736,-1280536,843,10917525,176,233379,378,2211625,1038,5575388,801,8109728,80,272273,281,1007280,18,91140,897,-1719956,79,-1247049,81,-226413,0,0,34,-28756,120,-88680,9,-5832,525,-407027,116,-50817,23,-5141,104,4118323,28,-18880,3,-1024,92,-108140,763,-506099,85,99288,678,-605387,35,51823,1,4126,689,1060294,35,13889,1,1238,127,26617
"2023","männlich","Oberösterreich","10 bis unter 15",4570,4570,61755581,4570,57147421,3271,-1039938,1340,-1761262,1229,553813,2071,-3600470,2330,34257889,435,1794009,1007,8503355,2613,20140251,2248,27109819,201,1087499,779,2818522,55,398935,2468,-3743888,166,-2605318,316,-1127871,3,-2269,69,-189293,267,-199720,25,-16968,1552,-1336709,462,-248437,95,-25348,217,5924706,600,-276812,14,-10388,192,-212470,3200,-1181810,1243,586504,1957,-1768314,111,169733,4,31249,1995,3590082,111,46301,4,9375,648,86187
"2023","männlich","Oberösterreich","15 bis unter 20",5146,5146,93754448,5146,90154320,4561,1121303,2334,-2644805,2002,2039806,2554,-3856555,3014,57242533,471,2362297,1168,13379705,2704,27465747,2950,46329775,221,974140,888,3005328,78,400505,2828,-2417876,104,-1233973,419,-1090153,5,-1249,73,-180191,338,-248440,24,-14928,1963,-2006482,825,-668416,171,-66038,184,5007237,1307,-1313669,19,-18463,120,-75807,4516,808685,2317,2208993,2199,-1400308,115,320381,6,19554,2698,6096217,115,87238,6,5866,1729,220345
"2023","männlich","Oberösterreich","20 bis unter 25",5687,5687,132231928,5687,128313252,5376,6037079,3235,-5476158,2853,4577023,2510,-4151305,3702,91685932,556,2573042,1261,16954237,2741,33198893,3632,74640522,186,688658,1154,4096683,72,296135,3312,-2214521,86,-818280,482,-1195423,9,-10822,51,-74216,359,-266480,26,-14672,2512,-2112026,964,-697657,282,-124934,162,3633307,1709,-2934491,33,-39452,34,-18843,5369,5495611,4448,6332591,921,-836980,113,286754,5,29831,3430,10148906,113,77527,5,8949,2834,454992
